reference_id,candidate_id,reference_statement,candidate_statement,overlap
1564,13421,stereo and tape can be discriminated with radio,"stereo have (a) string or line, which makes it different from tape",No
1564,5696,stereo and tape can be discriminated with radio,"stereo have (a) turning elements(knobs, wheels, etc.), which makes it different from tape",No
1564,9705,stereo and tape can be discriminated with radio,"stereo is a electric, which makes it different from tape",No
1564,588,stereo and tape can be discriminated with radio,"stereo can be found at an electronics store, which makes it different from tape",No
1564,10507,stereo and tape can be discriminated with radio,"stereo can be used for music related entertainment, which makes it different from tape",Yes
1036,13957,stereo and tape can be discriminated with turntable,"stereo is a related to music, which makes it different from tape",No
1036,1670,stereo and tape can be discriminated with turntable,"stereo can be used for electronic uses, which makes it different from tape",No
1036,375,stereo and tape can be discriminated with turntable,"stereo is a electronic device, which makes it different from tape",No
1036,10230,stereo and tape can be discriminated with turntable,"stereo is a digital device, which makes it different from tape",No
1036,4506,stereo and tape can be discriminated with turntable,"stereo can consume electricity, which makes it different from tape",No
1036,13421,stereo and tape can be discriminated with turntable,"stereo have (a) string or line, which makes it different from tape",No
1036,5696,stereo and tape can be discriminated with turntable,"stereo have (a) turning elements(knobs, wheels, etc.), which makes it different from tape",Yes
1036,9705,stereo and tape can be discriminated with turntable,"stereo is a electric, which makes it different from tape",No
1036,588,stereo and tape can be discriminated with turntable,"stereo can be found at an electronics store, which makes it different from tape",No
1036,10507,stereo and tape can be discriminated with turntable,"stereo can be used for music related entertainment, which makes it different from tape",No
1565,4803,eggplant and onions can be discriminated with seeds,"eggplant can be used for meat replacement, which makes it different from onions",No
1565,9965,eggplant and onions can be discriminated with seeds,"eggplant have (a) any green on it, which makes it different from onions",No
1565,10979,eggplant and onions can be discriminated with seeds,"eggplant is a purple vegetable, which makes it different from onions",No
151,3593,camel and horse can be discriminated with hump,"camel can fly, which makes it different from horse",No
151,6891,camel and horse can be discriminated with hump,"camel is a teeth, which makes it different from horse",No
151,8014,camel and horse can be discriminated with hump,"camel can be found at the supermarket deli, which makes it different from horse",No
1377,3593,camel and horse can be discriminated with spits,"camel can fly, which makes it different from horse",No
1377,6891,camel and horse can be discriminated with spits,"camel is a teeth, which makes it different from horse",No
1377,8014,camel and horse can be discriminated with spits,"camel can be found at the supermarket deli, which makes it different from horse",No
2698,2149,snail and rattlesnake can be discriminated with antennae,"snail is a insect, which makes it different from rattlesnake",No
2698,14799,snail and rattlesnake can be discriminated with antennae,"snail is made of small animals, which makes it different from rattlesnake",No
2698,4748,snail and rattlesnake can be discriminated with antennae,"snail is an insect, which makes it different from rattlesnake",No
2698,1741,snail and rattlesnake can be discriminated with antennae,"snail is a bug, which makes it different from rattlesnake",No
2698,13801,snail and rattlesnake can be discriminated with antennae,"snail have (a) a shell, which makes it different from rattlesnake",No
2698,4776,snail and rattlesnake can be discriminated with antennae,"snail is a mammal, which makes it different from rattlesnake",No
155,8193,spider and cat can be discriminated with insects,"spider can kill a human, which makes it different from cat",No
155,11606,spider and cat can be discriminated with insects,"spider is a insect, which makes it different from cat",Yes
155,13249,spider and cat can be discriminated with insects,"spider can flying, which makes it different from cat",No
155,9788,spider and cat can be discriminated with insects,"spider is an insect, which makes it different from cat",Yes
155,9726,spider and cat can be discriminated with insects,"spider is a bug, which makes it different from cat",Yes
159,4928,lobster and asparagus can be discriminated with claws,"lobster is a water animal, which makes it different from asparagus",No
159,13966,lobster and asparagus can be discriminated with claws,"lobster have (a) red shell when cooked, which makes it different from asparagus",No
159,1491,lobster and asparagus can be discriminated with claws,"lobster have (a) legs, which makes it different from asparagus",No
