ID,question,concept,candidate_statement,SimCSE_score,usefulness
cd2149c7495ee37a19f2ffb317bd782d|B|c|2,"If you wanted to put a lamp in an area of the room where the walls meet, where would you put it?",corner,corner can be found indoors,0.5624,No
cd2149c7495ee37a19f2ffb317bd782d|B|c|3,"If you wanted to put a lamp in an area of the room where the walls meet, where would you put it?",corner,corner can be found inside someone's home,0.5452,No
cd2149c7495ee37a19f2ffb317bd782d|B|c|4,"If you wanted to put a lamp in an area of the room where the walls meet, where would you put it?",corner,corner can be found in a home,0.5385,No
cd2149c7495ee37a19f2ffb317bd782d|E|c|0,"If you wanted to put a lamp in an area of the room where the walls meet, where would you put it?",bedroom,bedroom is a place,0.6238,No
cd2149c7495ee37a19f2ffb317bd782d|E|c|2,"If you wanted to put a lamp in an area of the room where the walls meet, where would you put it?",bedroom,bedroom is a room (type),0.6118,No
cd2149c7495ee37a19f2ffb317bd782d|E|c|3,"If you wanted to put a lamp in an area of the room where the walls meet, where would you put it?",bedroom,bedroom can be found in a house,0.6024,No
d87621e97211cd95a7ba501d27a03654|A|c|0,A shelf holding things you eat that need to be kept cold would be inside what?,refrigerator,refrigerator is a place to store items,0.8229,No
d87621e97211cd95a7ba501d27a03654|A|c|1,A shelf holding things you eat that need to be kept cold would be inside what?,refrigerator,refrigerator can be used for storage of physical items,0.8017,No
d87621e97211cd95a7ba501d27a03654|A|c|2,A shelf holding things you eat that need to be kept cold would be inside what?,refrigerator,refrigerator can store things,0.7987,No
d87621e97211cd95a7ba501d27a03654|A|c|3,A shelf holding things you eat that need to be kept cold would be inside what?,refrigerator,refrigerator have (a) store edible items,0.7875,Yes
d87621e97211cd95a7ba501d27a03654|A|c|4,A shelf holding things you eat that need to be kept cold would be inside what?,refrigerator,refrigerator can be used for storing food,0.7777,Yes
d87621e97211cd95a7ba501d27a03654|B|c|0,A shelf holding things you eat that need to be kept cold would be inside what?,cupboard,cupboard is a place to store items,0.796,No
d87621e97211cd95a7ba501d27a03654|B|c|1,A shelf holding things you eat that need to be kept cold would be inside what?,cupboard,cupboard can be used for storage,0.781,No
d87621e97211cd95a7ba501d27a03654|B|c|2,A shelf holding things you eat that need to be kept cold would be inside what?,cupboard,cupboard can be found in a kitchen,0.745,No
d87621e97211cd95a7ba501d27a03654|D|c|0,A shelf holding things you eat that need to be kept cold would be inside what?,corner,corner is a place to store items,0.6835,No
d87621e97211cd95a7ba501d27a03654|E|c|0,A shelf holding things you eat that need to be kept cold would be inside what?,antarctica,antarctica is a place to store items,0.7416,No
085f83514b5d91b55769b1700f012131|A|c|0,Where would art books likely to be found on a shelf or two?,cabinet,cabinet can be used for keeping books,0.7779,Yes
085f83514b5d91b55769b1700f012131|A|c|1,Where would art books likely to be found on a shelf or two?,cabinet,cabinet is a place to store items,0.6162,No
085f83514b5d91b55769b1700f012131|A|c|2,Where would art books likely to be found on a shelf or two?,cabinet,cabinet can be used for storage of physical items,0.6104,No
085f83514b5d91b55769b1700f012131|A|c|4,Where would art books likely to be found on a shelf or two?,cabinet,cabinet can be used for holding things,0.5926,No
085f83514b5d91b55769b1700f012131|C|c|0,Where would art books likely to be found on a shelf or two?,cupboard,cupboard is a place to store items,0.5606,No
085f83514b5d91b55769b1700f012131|C|c|2,Where would art books likely to be found on a shelf or two?,cupboard,cupboard can be used for storage,0.5574,No
085f83514b5d91b55769b1700f012131|D|c|0,Where would art books likely to be found on a shelf or two?,bedroom,bedroom is a place to store items,0.6754,No
085f83514b5d91b55769b1700f012131|E|c|0,Where would art books likely to be found on a shelf or two?,museum,museum is a place to store items,0.6041,No
ef613c8d14319d57380b3bdb070d07d8|A|c|1,Where in a kitchen do you keep a cup?,closet,closet can be used for to keep items,0.5714,No
ef613c8d14319d57380b3bdb070d07d8|A|c|2,Where in a kitchen do you keep a cup?,closet,closet can be used for storing things,0.5688,No
ef613c8d14319d57380b3bdb070d07d8|A|c|3,Where in a kitchen do you keep a cup?,closet,closet can be used for storing things in,0.5657,No
ef613c8d14319d57380b3bdb070d07d8|A|c|4,Where in a kitchen do you keep a cup?,closet,closet can be used for storage,0.5602,No
ef613c8d14319d57380b3bdb070d07d8|D|c|0,Where in a kitchen do you keep a cup?,restaurant,restaurant can be used for storing things inside,0.5048,No
ef613c8d14319d57380b3bdb070d07d8|E|c|0,Where in a kitchen do you keep a cup?,table,table is a something kept at home,0.6016,No
ef613c8d14319d57380b3bdb070d07d8|E|c|2,Where in a kitchen do you keep a cup?,table,table is a place to store items,0.5718,No
ef613c8d14319d57380b3bdb070d07d8|E|c|3,Where in a kitchen do you keep a cup?,table,table can be found in  a residence,0.5653,No
ef613c8d14319d57380b3bdb070d07d8|E|c|4,Where in a kitchen do you keep a cup?,table,table can be used for storing items,0.5635,No
9d8838ed5dc09df5db3c4893e6052e0e|A|c|0,"The old house had a loose window, this meant the what needed a coat of paint yearly?",windowsill,windowsill is part of (a) house,0.5565,No
9d8838ed5dc09df5db3c4893e6052e0e|A|c|1,"The old house had a loose window, this meant the what needed a coat of paint yearly?",windowsill,windowsill can be found in a home,0.5375,No
9d8838ed5dc09df5db3c4893e6052e0e|C|c|1,"The old house had a loose window, this meant the what needed a coat of paint yearly?",garage,garage is part of (a) house,0.5072,No
9d8838ed5dc09df5db3c4893e6052e0e|C|c|2,"The old house had a loose window, this meant the what needed a coat of paint yearly?",garage,garage can be lived in,0.5021,No
0bbb82c1dc4bfd3b0e0c409a0afd248b|A|c|0,What could people do that involves talking?,confession,confession can be used for referring to humans,0.8554,No
0bbb82c1dc4bfd3b0e0c409a0afd248b|D|c|1,What could people do that involves talking?,carnival,carnival is a form of entertainment,0.686,No
0bbb82c1dc4bfd3b0e0c409a0afd248b|E|c|3,What could people do that involves talking?,opera,opera is a form of entertainment,0.729,No
0bbb82c1dc4bfd3b0e0c409a0afd248b|E|c|4,What could people do that involves talking?,opera,opera can be used for live performances,0.7121,No
44a615757bd8438d4d17b6674ac420bb|D|c|0,Light from the sun goes past earth and becomes weaker as it spreads out into the what/,universe,universe is related to planets,0.5903,No
44a615757bd8438d4d17b6674ac420bb|D|c|2,Light from the sun goes past earth and becomes weaker as it spreads out into the what/,universe,universe have (a) to do with planets,0.5709,No
b448ec04bbff943f8e04d631e574fb79|A|c|0,Where would you store a book that you're taking with you on vacation?,classroom,classroom can be used for reading and studying,0.6392,No
b448ec04bbff943f8e04d631e574fb79|A|c|1,Where would you store a book that you're taking with you on vacation?,classroom,classroom can be used for reading,0.6257,No
b448ec04bbff943f8e04d631e574fb79|A|c|2,Where would you store a book that you're taking with you on vacation?,classroom,classroom can be used for learning,0.5675,No
b448ec04bbff943f8e04d631e574fb79|A|c|4,Where would you store a book that you're taking with you on vacation?,classroom,classroom is a location,0.5583,No
b448ec04bbff943f8e04d631e574fb79|B|c|0,Where would you store a book that you're taking with you on vacation?,briefcase,briefcase can be used for carrying things,0.7392,Yes
b448ec04bbff943f8e04d631e574fb79|B|c|1,Where would you store a book that you're taking with you on vacation?,briefcase,briefcase can be used for storage,0.7275,No
b448ec04bbff943f8e04d631e574fb79|E|c|1,Where would you store a book that you're taking with you on vacation?,synagogue,synagogue is a place or location,0.556,No
b448ec04bbff943f8e04d631e574fb79|E|c|3,Where would you store a book that you're taking with you on vacation?,synagogue,synagogue is a place,0.541,No
ca60a46c9007e4b6213f50bfb5342fdd|C|c|0,If you own a cat where is the last place you'd want to find it?,backyard,backyard is not a place you visit often,0.5978,Yes
cc2f6aa9c3000a79aa3d53552bc597f4|A|c|1,Where is the closest place you would cook bbq?,restaurant,restaurant is related to eating,0.689,No
cc2f6aa9c3000a79aa3d53552bc597f4|A|c|2,Where is the closest place you would cook bbq?,restaurant,restaurant is a business that serves food,0.6863,No
cc2f6aa9c3000a79aa3d53552bc597f4|A|c|3,Where is the closest place you would cook bbq?,restaurant,restaurant can be used for serving food,0.676,No
cc2f6aa9c3000a79aa3d53552bc597f4|B|c|0,Where is the closest place you would cook bbq?,backyard,backyard is a place or location,0.6884,No
cc2f6aa9c3000a79aa3d53552bc597f4|B|c|1,Where is the closest place you would cook bbq?,backyard,backyard can be used for recreation/leisure,0.6509,No
cc2f6aa9c3000a79aa3d53552bc597f4|B|c|2,Where is the closest place you would cook bbq?,backyard,backyard is a outdoor location,0.6449,No
cc2f6aa9c3000a79aa3d53552bc597f4|D|c|0,Where is the closest place you would cook bbq?,summer,summer is hot,0.6256,No
544897f4978fb37ab58cba16148edaf1|A|c|4,"The moss was slippery because of constant moisture, what was nearby?",forest,forest is part of (a) natural landscape,0.5197,No
544897f4978fb37ab58cba16148edaf1|C|c|0,"The moss was slippery because of constant moisture, what was nearby?",waterfall,waterfall have (a) water,0.6227,Yes
9eaa61a6b36611bdd39fea7ddaf702de|A|c|0,"If you are in your house, where is the sunshine likely to come through?",windowsill,windowsill can be found in a home,0.7125,No
9eaa61a6b36611bdd39fea7ddaf702de|A|c|1,"If you are in your house, where is the sunshine likely to come through?",windowsill,windowsill can be used for at home,0.7082,No
9eaa61a6b36611bdd39fea7ddaf702de|A|c|2,"If you are in your house, where is the sunshine likely to come through?",windowsill,windowsill is part of (a) house,0.6916,No
9eaa61a6b36611bdd39fea7ddaf702de|A|c|3,"If you are in your house, where is the sunshine likely to come through?",windowsill,windowsill is not found outside a home typically,0.6482,No
9eaa61a6b36611bdd39fea7ddaf702de|A|c|4,"If you are in your house, where is the sunshine likely to come through?",windowsill,windowsill is found inside a house,0.6304,No
9eaa61a6b36611bdd39fea7ddaf702de|C|c|0,"If you are in your house, where is the sunshine likely to come through?",disneyland,disneyland is a vacation destination,0.6078,No
9eaa61a6b36611bdd39fea7ddaf702de|C|c|1,"If you are in your house, where is the sunshine likely to come through?",disneyland,disneyland is a   place,0.5779,No
9eaa61a6b36611bdd39fea7ddaf702de|C|c|2,"If you are in your house, where is the sunshine likely to come through?",disneyland,disneyland is a place,0.5752,No
804ba1740b2c408e28408d4aab102772|A|c|0,Where might a teacher share her books?,cabinet,cabinet can be used for keeping books,0.604,No
804ba1740b2c408e28408d4aab102772|B|c|0,Where might a teacher share her books?,classroom,classroom can be used for reading,0.737,No
804ba1740b2c408e28408d4aab102772|B|c|1,Where might a teacher share her books?,classroom,classroom can be used for reading and studying,0.7106,No
804ba1740b2c408e28408d4aab102772|B|c|2,Where might a teacher share her books?,classroom,classroom can be used for learning,0.6623,No
804ba1740b2c408e28408d4aab102772|B|c|3,Where might a teacher share her books?,classroom,classroom is a place of learning,0.6544,No
804ba1740b2c408e28408d4aab102772|B|c|4,Where might a teacher share her books?,classroom,classroom can be used for viewing/reading,0.6414,No
804ba1740b2c408e28408d4aab102772|C|c|0,Where might a teacher share her books?,shelf,shelf can be found library,0.6223,No
804ba1740b2c408e28408d4aab102772|C|c|1,Where might a teacher share her books?,shelf,shelf is a necessity for education,0.5952,No
804ba1740b2c408e28408d4aab102772|C|c|2,Where might a teacher share her books?,shelf,shelf can be used for to keep items,0.5519,No
804ba1740b2c408e28408d4aab102772|C|c|3,Where might a teacher share her books?,shelf,shelf can be found in the home or  office,0.5483,No
804ba1740b2c408e28408d4aab102772|C|c|4,Where might a teacher share her books?,shelf,shelf can be found indoors,0.5424,No
0d57e7c0f66c7e0981b8aa58474a394d|E|c|0,"Everyone crowded around the toilet during a break in the event, where was the toilet?",bathroom,bathroom can have people  inside,0.6165,No
0d57e7c0f66c7e0981b8aa58474a394d|E|c|1,"Everyone crowded around the toilet during a break in the event, where was the toilet?",bathroom,bathroom have (a) usually have people inside,0.59,No
0d57e7c0f66c7e0981b8aa58474a394d|E|c|3,"Everyone crowded around the toilet during a break in the event, where was the toilet?",bathroom,bathroom can be used for urination,0.5436,Yes
1b5f4e8daac97094482b78029a6f4b09|A|c|0,"If I go outside and look down, what will I find outside?",ground,ground can be found outside,0.578,Yes
1b5f4e8daac97094482b78029a6f4b09|A|c|2,"If I go outside and look down, what will I find outside?",ground,ground is found outside a home typically,0.5173,No
1b5f4e8daac97094482b78029a6f4b09|B|c|2,"If I go outside and look down, what will I find outside?",sun,sun is a concept or place,0.6051,No
1b5f4e8daac97094482b78029a6f4b09|D|c|0,"If I go outside and look down, what will I find outside?",sky,sky can be found above the ground,0.6124,Yes
1b5f4e8daac97094482b78029a6f4b09|E|c|1,"If I go outside and look down, what will I find outside?",street,street can be found outside,0.5894,Yes
1b5f4e8daac97094482b78029a6f4b09|E|c|2,"If I go outside and look down, what will I find outside?",street,street is a place or location,0.5766,No
1b5f4e8daac97094482b78029a6f4b09|E|c|3,"If I go outside and look down, what will I find outside?",street,street is a place,0.5585,No
1b5f4e8daac97094482b78029a6f4b09|E|c|4,"If I go outside and look down, what will I find outside?",street,street is a location,0.5584,No
