ID,question,concept,candidate_statement,SimCSE_score,relevant,correct
25eebcc5c5532d62bc8703a1c129ad4f|A|c|2,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,sky,sky is not a item of furniture,0.5228,No,Yes
25eebcc5c5532d62bc8703a1c129ad4f|C|c|0,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,wall,wall can not be found above the ground,0.5053,Yes,Yes
25eebcc5c5532d62bc8703a1c129ad4f|D|c|0,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,ceiling,ceiling can not be found above  your head,0.6981,Yes,Yes
25eebcc5c5532d62bc8703a1c129ad4f|D|c|1,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,ceiling,ceiling can be found above the ground,0.6895,Yes,Yes
25eebcc5c5532d62bc8703a1c129ad4f|D|c|2,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,ceiling,ceiling can be found in your room,0.6636,Yes,Yes
25eebcc5c5532d62bc8703a1c129ad4f|D|c|3,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,ceiling,ceiling is not a car,0.6307,No,Yes
25eebcc5c5532d62bc8703a1c129ad4f|D|c|4,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,ceiling,ceiling is part of (a) house,0.6097,Yes,Yes
25eebcc5c5532d62bc8703a1c129ad4f|E|c|0,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,carpet,carpet can be found on the floor,0.6837,Yes,Yes
25eebcc5c5532d62bc8703a1c129ad4f|E|c|1,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,carpet,carpet can be found in a home,0.6067,Yes,Yes
25eebcc5c5532d62bc8703a1c129ad4f|E|c|2,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,carpet,carpet can be used for sitting on,0.6027,No,Yes
25eebcc5c5532d62bc8703a1c129ad4f|E|c|3,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,carpet,carpet can be used for furnishing a house,0.5936,No,Yes
25eebcc5c5532d62bc8703a1c129ad4f|E|c|4,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,carpet,carpet is a place or location,0.5822,No,Yes
d1d2585e0ba1160948b7c5822a99b7a1|B|c|0,Where would you buy food?,store,store can be used for purchasing edible items,0.7133,Yes,Yes
d1d2585e0ba1160948b7c5822a99b7a1|B|c|1,Where would you buy food?,store,store can be used for buying things,0.6151,Yes,Yes
d1d2585e0ba1160948b7c5822a99b7a1|B|c|2,Where would you buy food?,store,store is a place you can visit,0.5760,No,Yes
d1d2585e0ba1160948b7c5822a99b7a1|B|c|3,Where would you buy food?,store,store is a place,0.5536,No,Yes
d1d2585e0ba1160948b7c5822a99b7a1|B|c|4,Where would you buy food?,store,store is a type of shop,0.5498,Yes,Yes
d1d2585e0ba1160948b7c5822a99b7a1|E|c|0,Where would you buy food?,kitchen,kitchen is for buying things,0.7200,No,Yes
d1d2585e0ba1160948b7c5822a99b7a1|E|c|1,Where would you buy food?,kitchen,kitchen can be used for storing edible things,0.6504,Yes,Yes
d1d2585e0ba1160948b7c5822a99b7a1|E|c|2,Where would you buy food?,kitchen,kitchen can be used for food,0.6489,Yes,Yes
d1d2585e0ba1160948b7c5822a99b7a1|E|c|3,Where would you buy food?,kitchen,kitchen is related to eating,0.6414,Yes,Yes
d1d2585e0ba1160948b7c5822a99b7a1|E|c|4,Where would you buy food?,kitchen,kitchen have (a) store edible items,0.6352,Yes,Yes
64931f9097155672bfe3e16f03b2c195|A|c|0,"Pens, computers, text books and paper clips can all be found where?",desktop,desktop is a place to store items,0.7470,Yes,Yes
64931f9097155672bfe3e16f03b2c195|A|c|1,"Pens, computers, text books and paper clips can all be found where?",desktop,desktop can be found library,0.7141,Yes,Yes
64931f9097155672bfe3e16f03b2c195|A|c|2,"Pens, computers, text books and paper clips can all be found where?",desktop,desktop can be used for storage,0.7058,No,Yes
64931f9097155672bfe3e16f03b2c195|A|c|3,"Pens, computers, text books and paper clips can all be found where?",desktop,desktop can be found home,0.6959,No,Yes
64931f9097155672bfe3e16f03b2c195|A|c|4,"Pens, computers, text books and paper clips can all be found where?",desktop,desktop is a device used for working,0.6896,No,Yes
64931f9097155672bfe3e16f03b2c195|B|c|0,"Pens, computers, text books and paper clips can all be found where?",university,university can be used for reading and studying,0.6790,Yes,Yes
64931f9097155672bfe3e16f03b2c195|B|c|1,"Pens, computers, text books and paper clips can all be found where?",university,university can be used for learning,0.5940,Yes,Yes
64931f9097155672bfe3e16f03b2c195|B|c|2,"Pens, computers, text books and paper clips can all be found where?",university,university can be used for a place for knowledge,0.5638,Yes,Yes
64931f9097155672bfe3e16f03b2c195|B|c|3,"Pens, computers, text books and paper clips can all be found where?",university,university is a place to study,0.5613,Yes,Yes
64931f9097155672bfe3e16f03b2c195|B|c|4,"Pens, computers, text books and paper clips can all be found where?",university,university is a place you can visit,0.5563,No,Yes
64931f9097155672bfe3e16f03b2c195|C|c|0,"Pens, computers, text books and paper clips can all be found where?",drawer,drawer can be used for keeping things inside,0.6490,Yes,Yes
64931f9097155672bfe3e16f03b2c195|C|c|1,"Pens, computers, text books and paper clips can all be found where?",drawer,drawer is a store items,0.6418,No,No
64931f9097155672bfe3e16f03b2c195|C|c|2,"Pens, computers, text books and paper clips can all be found where?",drawer,drawer can be used for storage,0.6215,Yes,Yes
64931f9097155672bfe3e16f03b2c195|C|c|3,"Pens, computers, text books and paper clips can all be found where?",drawer,drawer is made of wood or paper or card,0.6206,No,Yes
64931f9097155672bfe3e16f03b2c195|C|c|4,"Pens, computers, text books and paper clips can all be found where?",drawer,drawer can be found home,0.6156,No,Yes
64931f9097155672bfe3e16f03b2c195|D|c|0,"Pens, computers, text books and paper clips can all be found where?",table,table can be found library,0.6509,Yes,Yes
64931f9097155672bfe3e16f03b2c195|D|c|1,"Pens, computers, text books and paper clips can all be found where?",table,table can be used for storing items,0.6506,Yes,Yes
64931f9097155672bfe3e16f03b2c195|D|c|2,"Pens, computers, text books and paper clips can all be found where?",table,table is a place to store items,0.6376,Yes,Yes
64931f9097155672bfe3e16f03b2c195|D|c|3,"Pens, computers, text books and paper clips can all be found where?",table,table can be used for holding things,0.6309,Yes,Yes
64931f9097155672bfe3e16f03b2c195|D|c|4,"Pens, computers, text books and paper clips can all be found where?",table,table can be used for storage,0.6267,Yes,Yes
64931f9097155672bfe3e16f03b2c195|E|c|0,"Pens, computers, text books and paper clips can all be found where?",work,work can be found library,0.6462,No,No
64931f9097155672bfe3e16f03b2c195|E|c|1,"Pens, computers, text books and paper clips can all be found where?",work,work can be found indoors,0.5438,No,No
ce491c9256ba1b7fe1fb29671f56ba82|B|c|0,Where do you buy a glass of wine?,basement,basement can be purchased or bought,0.5962,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|B|c|1,Where do you buy a glass of wine?,basement,basement can be used for storing things,0.5478,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|B|c|2,Where do you buy a glass of wine?,basement,basement can be found at a home,0.5430,No,Yes
ce491c9256ba1b7fe1fb29671f56ba82|B|c|3,Where do you buy a glass of wine?,basement,basement can be used for storage,0.5410,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|B|c|4,Where do you buy a glass of wine?,basement,basement is a place or location,0.5383,No,Yes
ce491c9256ba1b7fe1fb29671f56ba82|C|c|0,Where do you buy a glass of wine?,bar,bar is part of (a) food and drink,0.6560,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|C|c|1,Where do you buy a glass of wine?,bar,bar can be used for ordering food and drink,0.6364,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|C|c|2,Where do you buy a glass of wine?,bar,bar can be used for eating or drinking,0.6179,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|C|c|3,Where do you buy a glass of wine?,bar,bar is associated with drinking,0.6151,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|C|c|4,Where do you buy a glass of wine?,bar,bar is for buying things,0.6098,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|D|c|0,Where do you buy a glass of wine?,church,church can be used for eating or drinking in,0.5846,Yes,No
ce491c9256ba1b7fe1fb29671f56ba82|D|c|1,Where do you buy a glass of wine?,church,church is a place you visit,0.5281,No,Yes
ce491c9256ba1b7fe1fb29671f56ba82|D|c|2,Where do you buy a glass of wine?,church,church is a religious card,0.5275,No,Yes
ce491c9256ba1b7fe1fb29671f56ba82|D|c|3,Where do you buy a glass of wine?,church,church can not be used for free,0.5252,No,No
ce491c9256ba1b7fe1fb29671f56ba82|D|c|4,Where do you buy a glass of wine?,church,church is a place you can visit,0.5162,No,Yes
ce491c9256ba1b7fe1fb29671f56ba82|E|c|0,Where do you buy a glass of wine?,basement,basement can be purchased or bought,0.5962,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|E|c|1,Where do you buy a glass of wine?,basement,basement can be used for storing things,0.5478,Yes,Yes
ce491c9256ba1b7fe1fb29671f56ba82|E|c|2,Where do you buy a glass of wine?,basement,basement can be found at a home,0.5430,No,Yes
ce491c9256ba1b7fe1fb29671f56ba82|E|c|3,Where do you buy a glass of wine?,basement,basement can be used for storage,0.5410,No,Yes
ce491c9256ba1b7fe1fb29671f56ba82|E|c|4,Where do you buy a glass of wine?,basement,basement is a place or location,0.5383,No,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|A|c|0,How might you feel when meeting a friend who company you greatly enjoy?,talk,talk is a form of communication,0.5088,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|B|c|0,How might you feel when meeting a friend who company you greatly enjoy?,relaxation,relaxation is a form of communication,0.5758,Yes,No
bb803cfd6e5ebc0ac1bc6e3b0852b308|B|c|1,How might you feel when meeting a friend who company you greatly enjoy?,relaxation,relaxation can be found when you are peaceful,0.5292,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|C|c|0,How might you feel when meeting a friend who company you greatly enjoy?,excitement,excitement is a feeling,0.5585,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|C|c|1,How might you feel when meeting a friend who company you greatly enjoy?,excitement,excitement have (a) ltr p,0.5569,No,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|C|c|2,How might you feel when meeting a friend who company you greatly enjoy?,excitement,excitement is an emotion,0.5305,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|C|c|3,How might you feel when meeting a friend who company you greatly enjoy?,excitement,excitement is a emotion,0.5281,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|C|c|4,How might you feel when meeting a friend who company you greatly enjoy?,excitement,excitement is a positive emotion,0.5246,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|D|c|0,How might you feel when meeting a friend who company you greatly enjoy?,fun,fun is a n emotion,0.6039,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|D|c|1,How might you feel when meeting a friend who company you greatly enjoy?,fun,fun is a enjoyable,0.5937,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|D|c|2,How might you feel when meeting a friend who company you greatly enjoy?,fun,fun is a form of communication,0.5900,Yes,No
bb803cfd6e5ebc0ac1bc6e3b0852b308|D|c|3,How might you feel when meeting a friend who company you greatly enjoy?,fun,fun have (a) positive connotation,0.5825,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|D|c|4,How might you feel when meeting a friend who company you greatly enjoy?,fun,fun is a mental state,0.5534,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|E|c|0,How might you feel when meeting a friend who company you greatly enjoy?,joy,joy is a feeling,0.6341,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|E|c|1,How might you feel when meeting a friend who company you greatly enjoy?,joy,joy is not an unpleasant sensation,0.5826,Yes,Yes
bb803cfd6e5ebc0ac1bc6e3b0852b308|E|c|2,How might you feel when meeting a friend who company you greatly enjoy?,joy,joy is a mental state,0.5574,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|A|c|0,Where would you find a computer near very young people learning?,apartment,apartment can be used for reading and studying,0.5845,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|A|c|1,Where would you find a computer near very young people learning?,apartment,apartment have (a) usually have people inside,0.5393,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|A|c|2,Where would you find a computer near very young people learning?,apartment,apartment can have someone inside it,0.5292,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|A|c|3,Where would you find a computer near very young people learning?,apartment,apartment is where someone can live,0.5266,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|A|c|4,Where would you find a computer near very young people learning?,apartment,apartment is a place where people live,0.5197,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|B|c|0,Where would you find a computer near very young people learning?,house,house can be used for studying in,0.5225,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|C|c|0,Where would you find a computer near very young people learning?,classroom,classroom can be used for learning,0.7432,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|C|c|1,Where would you find a computer near very young people learning?,classroom,classroom is a place where students learn,0.7205,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|C|c|2,Where would you find a computer near very young people learning?,classroom,classroom is a place of learning,0.7132,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|C|c|3,Where would you find a computer near very young people learning?,classroom,classroom can be used virtually,0.6867,No,Yes
626edc70e2e4824b985029dd52db0f9a|C|c|4,Where would you find a computer near very young people learning?,classroom,classroom can have people  inside,0.6731,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|D|c|0,Where would you find a computer near very young people learning?,hallway,hallway have (a) usually have people inside,0.5762,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|D|c|1,Where would you find a computer near very young people learning?,hallway,hallway can be found indoors,0.5433,No,Yes
626edc70e2e4824b985029dd52db0f9a|D|c|2,Where would you find a computer near very young people learning?,hallway,hallway can be found in a building,0.5396,No,Yes
626edc70e2e4824b985029dd52db0f9a|D|c|3,Where would you find a computer near very young people learning?,hallway,hallway is a room,0.5225,No,Yes
626edc70e2e4824b985029dd52db0f9a|D|c|4,Where would you find a computer near very young people learning?,hallway,hallway is a type of room,0.5213,No,Yes
626edc70e2e4824b985029dd52db0f9a|E|c|0,Where would you find a computer near very young people learning?,demonstration,demonstration can be used for learning,0.5924,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|E|c|1,Where would you find a computer near very young people learning?,demonstration,demonstration can be used for teaching,0.5704,Yes,Yes
626edc70e2e4824b985029dd52db0f9a|E|c|2,Where would you find a computer near very young people learning?,demonstration,demonstration can be attended,0.5067,No,No
a5dcac512870e79f5aa2b22dbd662404|A|c|0,Where can many stores with clothing be found?,shop,shop can provide a service,0.5804,Yes,Yes
